job_title,resume_index,category,experience_level,match_score,resume_preview
HR Manager,44,HR,Senior,0.0423,"         HR COORDINATOR       Summary    Highly accomplish human resource professional, proficient at developing policy, standard operating procedures"
HR Manager,45,HR,Senior,0.1552,"         HR COORDINATOR           Summary     Motivated professional seeking a career in outsides sales.  Self-starting, driven, persuasive, and posit"
HR Manager,46,HR,Senior,0.2424,"         HR GENERALIST       Experience     08/2017   to   Current     HR GENERALIST    Company Name   －   City  ,   State      Recruited to help open"
HR Manager,47,HR,Senior,0.2177,"         HR CONSULTANT       Summary       Subject matter expert in HR Applications, and  highly effective at incorporating creative solutions to achi"
HR Manager,48,HR,Senior,0.2051,"         HR GENERALIST           Experience     04/2015   to   Current       Provide general administrative support such as preparing correspondence, "
HR Manager,49,HR,Senior,0.1508,         HR INTERN       Summary     Highly driven Recruiter who maintains a positive attitude under pressure and welcomes the challenge and responsib
HR Manager,50,HR,Senior,0.3092,"         HR ASSISTANT/PAYROLL         Highlights        Paychex, Mastertax, ABRA, Time Star, InfoTronics, Store Master, Dominion, QuickBooks
Ceridian,"
HR Manager,51,HR,Senior,0.2017,"         HR ASSISTANT         Summary      Hard Worker, Dedicated, Detailed Oriented, Experienced, Organized, and Highly Motivated.  These are just so"
HR Manager,52,HR,Senior,0.3209,"         HR GENERALIST       Professional Summary    9 years of experience in Human Resources, benefit administration, employees relations, recruitmen"
HR Manager,53,HR,Senior,0.178,         HR REPRESENTATIVE       Summary    A motivated business partner who communicates and collaborates effectively with all levels of personnel by
HR Manager,54,HR,Senior,0.1692,"         HR SPECIALIST       Summary    Results-driven professional with comprehensive experience in human resources, customer service, and financial "
HR Manager,55,HR,Senior,0.3042,         HR MANAGER             Highlights          SENIOR HUMAN RESOURCES STRATEGIST / RECRUITMENT MANAGER  Talent Management | Strategic Recruitment
HR Manager,56,HR,Senior,0.0724,         SENIOR HR             Highlights        Safety ManagementEmployee EngagementHR GeneralistTraining & DevelopmentOrganizationRecruiting & Succe
HR Manager,57,HR,Senior,0.2939,         HR GENERALIST       Professional Summary    Dependable and responsible Human Resources Generalist with over fourteen years experience in a fa
HR Manager,58,HR,Senior,0.1545,         HR CONSULTANT           Summary     Certified Human Resources Professional with 15 years background in full range of HR functions with extens
HR Manager,59,HR,Senior,0.0676,"         HR ASSOCIATE       Summary     Innovative and artistic professional with 6 years in the fashion industry, and an Energetic Recruiter who is s"
HR Manager,60,HR,Senior,0.2501,"         HR COORDINATOR       Summary     To obtain a Human Resources Generalist position that will fully utilize my extensive background and in HR, i"
HR Manager,61,HR,Senior,0.2358,"      Summary    Chicago
HR generalist offering 
 Recruitment, Attendance Management System, Payroll Processing, MIS, Employee Engagement
 processing "
HR Manager,62,HR,Senior,0.1148,         HR SPECIALIST         Highlights          Staffing and recruiting professional  Interviewing expertise  Recruiting  Personnel records mainten
HR Manager,63,HR,Senior,0.0276,         HR ADMINISTRATOR           Summary      Experience Recruiting Coordinator with 6+ years supporting various industries. Expert in managing bac
HR Manager,64,HR,Senior,0.1017,         HR MANAGER       Summary     HR Coordinator motivated to create collaborative team environment by using  background in the organization of em
HR Manager,65,HR,Senior,0.2781,         HR CONSULTING       Summary    7+ years of Experience as a HR Partner with experience in all the facets of the Human Resource Function. Exten
HR Manager,66,HR,Senior,0.025,         HR ASSISTANT           Professional Summary      I am a HR Assistant who can reflect your values of excellence & quality. I provide excellent
HR Manager,67,HR,Senior,0.1839,"         HR MANAGER       Summary     Human Resources professional with the ability to work successfully with all levels of an organization, deliver e"
HR Manager,68,HR,Senior,0.348,         HR DIRECTOR       Summary     HR Professional offering over 15 years of progressive experience including extensive practice in multi-unit bus
HR Manager,69,HR,Senior,0.1591,         HR PROFESSIONAL       Summary     Dependable Self-motivated and assertive Human Resources Professional with innovative solutions and personal
HR Manager,70,HR,Senior,0.1973,"         HR COORDINATOR         Summary     From
my first job as a retail salesperson, I had a passion for leadership and the development of others.  "
HR Manager,71,HR,Senior,0.1442,"         HR GENERALIST           Summary     HR Generalist with 8 yrs of professional experience in employee  recruitment, orientation, engagement ,as"
HR Manager,72,HR,Senior,0.2543,"         SENIOR HR MANAGER, HR BUSINESS PARTNER           Summary    A highly dedicated and accomplished human resources manager with a record of prof"
HR Manager,73,HR,Senior,0.1697,         HR ASSISTANT III       Certifications     John A. Logan College 2003 - 2005 *   University of Alabama at Birmingham 2006 -*       Professiona
HR Manager,74,HR,Senior,0.0847,"         HR PAYROLL/ ACCOUNTING REPRESENTATIVE         Summary    Diverse experience in Accounting, Credit Union Financial Services, Retail Sales, Cus"
HR Manager,75,HR,Senior,0.4052,"         SR. HR GENERALIST       Summary    Quality-driven analytical professional who delivers consistent and successful results in HR affairs, inclu"
HR Manager,76,HR,Senior,0.0237,         DIRECTV HR RECRUITER/ ADMINISTRATION       Summary    My goal is to obtain a position where I can utilize and enhance my education and skills
HR Manager,77,HR,Senior,0.1783,"         HR BUSINESS PARTNER       Summary     Proactive Human Resources Business Partner guiding performance management, talent planning and benefits"
HR Manager,78,HR,Senior,0.1344,         ASSISTANT MANAGER - HR            www.linkedin.com/in/sumankumari725b9236         Professional Summary     Looking for a challenging position
HR Manager,79,HR,Senior,0.2018,         HR ASSOCIATE MOBILIZATION COORDINATOR       Summary    Professional with extensive experience in Human Resources in Oil & Gas Company.  Want 
HR Manager,80,HR,Senior,0.3472,"         REGIONAL HR MANAGER       Summary    Holistic HR Professional with 5 years 7 months experience in Human Resources vertical in areas of
recrui"
HR Manager,81,HR,Senior,0.2097,         FIELD HR ASSOCIATE           Summary    Reliable HR Field Associate with a Master's of science in Human Resource management emphasis as a Gen
HR Manager,82,HR,Senior,0.1377,"         HR EMPLOYEE RELATIONS SPECIALIST       Summary    Dedicated and self-motivated professional with experience in providing outstanding support
"
HR Manager,83,HR,Senior,0.135,"         TERRITORY HR MANAGER       Executive Profile     Territory Human Resource Manager offering outstanding presentation, communication and cross-"
HR Manager,84,HR,Senior,0.1173,         GENERAL HR ASSISTANT/OFFICE ASSISTANT       Summary    Effective communicator and team leader with excellent time management skills. Familiar
HR Manager,85,HR,Senior,0.2309,         SENIOR HR BUSINESS PARTNER           Summary     Human Resources Professional with 8 years of experience in human resources and recruiting. E
HR Manager,86,HR,Senior,0.0569,         HR BUSINESS PARTNER II       Summary    To obtain a position in the Human Resources field where I can utilize proven people-oriented skills t
HR Manager,87,HR,Senior,0.1822,"         RECRUITING AND HR MANAGER       Summary     Experienced Corporate Recruiter who is self-motivated, results driven, highly responsive and able"
HR Manager,88,HR,Senior,0.1387,         REGIONAL HR DEPUTY MANAGER       Summary    Competent HR Generalist and seasoned recruiter with an extensive background in HR Operations func
HR Manager,89,HR,Senior,0.2009,         SR. HR CONSULTANT         Executive Profile      Ambitious Human Resources professional who creates strategic alliances with organization lea
HR Manager,90,HR,Senior,0.3554,"         HR SHARED SERVICES ANALYST           Summary    Versatile HR professional with a strong benefits administration background, progressive cross"
HR Manager,91,HR,Senior,0.1118,"         VOLUNTEER HR -IVOLUNTEER       Summary    Sponsorship not required to work in the US A successful Human Resources Professional, with a Master"
HR Manager,92,HR,Senior,0.1655,         GLOBAL HR MANAGER           Summary     A Global HR Professional with 10+ years' progressive experience across industries and geographies. A 
HR Manager,93,HR,Senior,0.1108,         HR & SAFETY MANAGER           Summary    Human Resources Manager Certified Professional in Human Resources (PHR) Extensive background in huma
HR Manager,94,HR,Senior,0.082,"         HR SPECIALIST (INFORMATION SYSTEMS)           Experience     02/2013   -   12/2014     Company Name   －   City  ,   State    HR Specialist (I"
HR Manager,95,HR,Senior,0.2273,         DIRECTOR OF HR           Executive Profile      Ambitious Human Resources Generalist who creates strategic alliances with organization leader
HR Manager,96,HR,Senior,0.0335,         HR SENIOR SPECIALIST       Career Overview      Dedicated Service Representative Professional motivated to maintain customer satisfaction and
HR Manager,97,HR,Senior,0.0615,"         HR CUSTOMER SERVICE REPRESENTATIVE       Summary    Excellent team player with legal background and  abilities to interpret laws, procedures,"
HR Manager,98,HR,Senior,0.1183,         HR SERVICES REPRESENTATIVE       Summary     A multi-skilled professional with good all-round HR imformatory skills. Very capable with an abi
HR Manager,99,HR,Mid,0.0399,         HR ASSISTANT INTERN       Summary     New graduate seeking work as a Counselor able to facilitate both individual and group therapy sessions 
HR Manager,100,HR,Senior,0.1659,         HR BENEFITS/LEAVE COORDINATOR       Summary    13 years of Human Resources experience and 27 years of administrative experience working in va
HR Manager,101,HR,Senior,0.1603,"         REGIONAL HR BUSINESS PARTNER       Human Resources Professional      Executive Profile    Business-savvy, results-driven, and solutions-orien"
HR Manager,102,HR,Senior,0.0049,         HR PERSONNEL ASSISTANT         Summary    I am a U.S. citizen who is authorized to work in the US for any employer. I have worked 8 years as 
HR Manager,103,HR,Senior,0.0712,"         EXECUTIVE ASSISTANT HR       Summary     Skillful and dedicated Executive Assistant with extensive experience in the coordination, planning a"
HR Manager,104,HR,Senior,0.2023,         SENIOR HR MANAGER         Professional Summary    Results-driven and business-oriented professional with strong experience in business operat
HR Manager,105,HR,Senior,0.3576,         HR MANAGER/BUSINESS PARTNER           Summary    A Human Resources Business Partner with extensive experience aligning HR strategy with busin
HR Manager,106,HR,Senior,0.2301,         DESIGNATION: HR ASSISTANT       Professional Summary     Human resources coordination and management professional offering a strong backgroun
HR Manager,107,HR,Senior,0.1172,         HR VOLUNTEER ASST. MANAGER       Professional Summary     I am dedicated to every project I have worked on with strong undergraduate and grad
HR Manager,108,HR,Senior,0.1415,         HR SPECIALIST/ HORIZONTAL ENGINEER         Professional Summary     Passionate HR Specialist with over 10 years' extensive experience in comp
HR Manager,109,HR,Senior,0.135,"         HR CONTACT CENTER SPECIALIST       Summary    Forward-thinking professional with various experience in human resources, sales, customer servi"
HR Manager,110,DESIGNER,Senior,0.0,"         DESIGNER       Summary     Designer with more than 15 years in product design, manufacturing, exhibit design and visual merchandising,  with "
HR Manager,111,DESIGNER,Senior,0.03,"         DESIGNER       Summary      Established well-rounded Designer with a reputation for exquisitely designed collections,  who consistently maxim"
HR Manager,112,DESIGNER,Mid,0.0125,"         DESIGNER       Summary     To get a strong foothold on the career ladder by doing the best I can and more, with a company that supports teamw"
HR Manager,113,DESIGNER,Senior,0.0,"         DESIGNER / TECHNICAL DESIGNER           Summary     Creative fashion designer with background in the catagories of swim, intimate apparel, lo"
HR Manager,114,DESIGNER,Mid,0.0053,"         MULTIMEDIA DESIGNER AND GRAPHIC DESIGNER       Portfolio     www.Artisterymedia.wix.com/creativeflow       Summary    A hardworking, focused "
HR Manager,115,DESIGNER,Mid,0.0,"         GRAPHIC DESIGNER       Summary    A graphic designer, who is creative and detail-oriented; who thinks a lot, but wants to make things clear a"
HR Manager,116,DESIGNER,Senior,0.0024,"         E-LEARNING DESIGNER           Career Overview    Highly skilled and experienced educator with a strong
background in information technology. "
HR Manager,117,DESIGNER,Mid,0.0324,         GRAPHIC DESIGNER           Summary    Enthusiastic student majoring in Chemistry; great at performing many task in a timely matter and as eff
HR Manager,118,DESIGNER,Senior,0.0,         TECHNICAL DESIGNER       Summary    SPECIAL QUALIFICATIONS: Textile Engineering Knitting and Garment Manufacturing Textile Printing and Finis
HR Manager,119,DESIGNER,Senior,0.0143,"         MECHANICAL DESIGNER       Summary    I am a current Mechanical Designer for I.A.S. I am extremely versatile, reliable and efficient with 15+ "
HR Manager,120,DESIGNER,Senior,0.0,"         WEBSITE DESIGNER         Summary     Software developer well-versed in the entire workflow for developing and implementing websites, includin"
HR Manager,121,DESIGNER,Senior,0.0243,         FLORAL DESIGNER       Summary       I have been involved in the Retail Industry for over 44 years. In those years I have been employed as a s
HR Manager,122,DESIGNER,Senior,0.0,         INSTRUCTIONAL DESIGNER       Summary     Tamantha Uebele is a Home Health Clinical Analyst and Instructional Designer with over 28 years' exp
HR Manager,123,DESIGNER,Senior,0.0049,"         INSTRUCTIONAL DESIGNER           Summary    Dependable and resourceful Instructor/Trainer, Technical Writer and Instructional Designer who de"
HR Manager,124,DESIGNER,Senior,0.0,"         TECHNICAL DESIGNER           Career Overview     

●  Having 8.5 years
of IT experience as Software developer in Java/J2EE Technologies  

● "
HR Manager,125,DESIGNER,Senior,0.0182,         INSTRUCTIONAL DESIGNER         Summary     Motivating and talented Instructional Designer driven to inspire students to pursue academic and p
HR Manager,126,DESIGNER,Senior,0.0,         PRODUCT DESIGNER       Professional Summary        4-5 years engineering experience and 1-2 years working experience.  Able to work independe
HR Manager,127,DESIGNER,Senior,0.0033,         FORMS DESIGNER         Professional Summary    Professionally trained  [job title]  with experience ensuring high standards of culturally com
HR Manager,128,DESIGNER,Senior,0.0085,"         INFORMATION DESIGNER       Summary of Qualifications    Strong leadership, project management, System Administration and technical skills to "
HR Manager,129,DESIGNER,Senior,0.0168,           INDEPENDENT DESIGNER         Professional Summary    Independent and results driven Design Professional with an extensive background in the
HR Manager,130,DESIGNER,Entry,0.0,"         GRAPHIC DESIGNER                 Experience      Graphic Designer    January 2014   to   January 2015     Company Name   －   City  ,   State "
HR Manager,131,DESIGNER,Senior,0.0206,           GRAPHIC DESIGNER             Summary     Multi-talented Graphic Designer consistently motivated for success and goal driven. Skilled in Pho
HR Manager,132,DESIGNER,Senior,0.0,         WEB DESIGNER         Professional Summary     Trained Quality Assurance Specialist with a demonstrated history of working in the pharmaceutic
HR Manager,133,DESIGNER,Mid,0.0,"         FLORAL DESIGNER       Summary    Floral Designer with more than six years experience in artistically arranging real flowers, leaves, and othe"
HR Manager,134,DESIGNER,Mid,0.0,         VR DESIGNER       Summary    A Game Designer with exceptional modeling and prioritization skills looking for a career in an organization that
HR Manager,135,DESIGNER,Senior,0.0034,         MECHANICAL DESIGNER       Professional Profile     ​ Design Engineer with a proven track record of success. Offer excellence in analytical de
HR Manager,136,DESIGNER,Senior,0.0,"         FLORAL DESIGNER       Summary    I am a retail floral designer who is energetic, outgoing and detail-oriented. I can handle multiple responsi"
HR Manager,137,DESIGNER,Senior,0.0024,"         SOLUTION DESIGNER       Career Overview     Solutions-oriented  Consultant  possessing a unique combination of skills, including Pre-Sales, B"
HR Manager,138,DESIGNER,Senior,0.0,"         GRAPHIC DESIGNER       Summary      I am a hardworking and multi-talented individual who loves to design, play sports, and learn. I am always"
HR Manager,139,DESIGNER,Mid,0.0,         INTERIOR DESIGNER           Summary    A results oriented designer with the objective to evolve creatively in the field of interior design. E
HR Manager,140,DESIGNER,Mid,0.0,"         INTERIOR DESIGNER       OBJECTIVE     To obtain a position with a reputed organization, where I can utilize my skills to contribute the      "
HR Manager,141,DESIGNER,Senior,0.0024,"         GRAPHIC DESIGNER       Summary     Driven Graphic Artist adept at managing heavy workloads while focusing on designing creative, visually-app"
HR Manager,142,DESIGNER,Senior,0.0094,"         CAD DESIGNER       Summary     Personable CAD Designer/Drafter who communicates openly and effectively with all involved, from construction s"
HR Manager,143,DESIGNER,Senior,0.006,         INTERIOR DESIGNER       Summary     Talented Designer and Retail Merchandiser skilled at using product placement and creating uniquely inspir
HR Manager,144,DESIGNER,Senior,0.0059,         PROJECT DESIGNER       Summary     Team-oriented and client-focused Civil Engineer with 16 years of experience who designs environmentally-co
HR Manager,145,DESIGNER,Senior,0.0374,         GRAPHIC DESIGNER       Professional Summary      Hi There!  As a designer with a strong passion for this profession and excellent qualificati
HR Manager,146,DESIGNER,Mid,0.0052,         INTERIOR DESIGNER       Professional Summary    Hands on and highly motivated Interior Designer involved in all stages of design from concept
HR Manager,147,DESIGNER,Senior,0.0023,         LIGHTING DESIGNER       Professional Summary        Computer savvy and proficient with design tools for Architecture and Electro-Mechanical D
HR Manager,148,DESIGNER,Senior,0.0073,         INSTRUCTIONAL DESIGNER         Professional Summary    An instructional design position working in a medium to large company focused on devel
HR Manager,149,DESIGNER,Senior,0.0,         SET DESIGNER       Summary       Visual Merchandiser  committed to staying current on market trends and consumer interests. Collaborates with
HR Manager,150,DESIGNER,Mid,0.0266,"         GRAPHIC DESIGNER       Summary     Versatile professional and hands-on leader who motivates, trains and coaches employees to drive progress t"
HR Manager,151,DESIGNER,Mid,0.0,         GRAPHIC DESIGNER       Summary     Highly creative and multi-talented Graphic Designer with more than 14 years in multi-media and graphic des
HR Manager,152,DESIGNER,Senior,0.0048,         FREELANCE DESIGNER       Summary     Multi-disciplinary designer with a strong marketing and entrepreneurial background. Experienced in leadi
HR Manager,153,DESIGNER,Entry,0.0,"         FLORAL DESIGNER           Skills    Billings, cash handling, cashier, creativity, Customer Service, Magic, pick, POS      Experience         "
HR Manager,154,DESIGNER,Senior,0.0603,"         INSTRUCTIONAL DESIGNER         Summary    Dedicated, efficient, and versatile professional credited with combining project management and dat"
HR Manager,155,DESIGNER,Senior,0.0,         SR.TOOLING DESIGNER       Professional Profile    Experienced Mechanical Designer creating high quality CAD models and engineering drawings i
HR Manager,156,DESIGNER,Senior,0.0035,         ARCHITECTURAL DESIGNER       Summary     Over three years of experience demonstrating consistency and outstanding work in a design oriented e
HR Manager,157,DESIGNER,Mid,0.0,         INTERIOR DESIGNER       Summary     Successful Design Consultant with over 26 years of experience.  Who manages large-scale interior and exte
HR Manager,158,DESIGNER,Senior,0.0016,"         MECHANICAL DESIGNER         Summary     Im offering over twenty-eight (28) years of extensive working knowledge of the principles, theories a"
HR Manager,159,DESIGNER,Senior,0.0034,"         GRAPHIC DESIGNER       Summary    ➢ While working as Front Desk Receptionist at Meyer Sound, contributed to Marketing Team by updating and tr"
HR Manager,160,DESIGNER,Mid,0.0077,         FLORAL DESIGNER       Summary     Personable Customer Service Associate dedicated to providing the highest level of customer service. Outgoin
HR Manager,161,DESIGNER,Senior,0.0054,"         PRESENTATION DESIGNER           Summary     Customer Service and Retail Associate.Specializes in Design and technology, with a particular tal"
HR Manager,162,DESIGNER,Senior,0.0188,         SALON DESIGNER           Career Overview      Committed and motivated  with exceptional customer service and decision making skills.   Strong
HR Manager,163,DESIGNER,Senior,0.0063,         LEAD DESIGNER       Career Focus     An professional with experience in dealing with the optimization of complex processes or systems as well
HR Manager,164,DESIGNER,Senior,0.0302,"         CAD DESIGNER         Skills          Catia V5	Solidworks  Inventor	Pro-E Wildfire 4, Creo 2.0  GD&T  Production floor support  Design for Man"
HR Manager,165,DESIGNER,Senior,0.0,"         PRODUCTION DESIGNER       Summary     Specializing in Art Department I have had many different opportunities, as well as many different posit"
HR Manager,166,DESIGNER,Senior,0.0,         SOLUTION DESIGNER       Summary    Seeking a Planning Engineer position to utilize my skills and abilities in an industry that offers securit
HR Manager,167,DESIGNER,Senior,0.0049,"         DESIGNER STYLIST       Summary     High-achieving Sales Associate offering an extensive background in customer service, sales, client relatio"
HR Manager,168,DESIGNER,Senior,0.0,"         DIGITAL DESIGNER           Summary    Your City, State, Zip Code Your Phone Number Your Email Date Name Title Organization Address City, Stat"
HR Manager,169,DESIGNER,Senior,0.0,         CAD DESIGNER         Summary     Seeking a position with a respected company that will allow me to contribute to their success while working 
HR Manager,170,DESIGNER,Senior,0.0,"         GRAPHIC DESIGNER           Personal Information      Date of Birth: May 13th, 1999  Present Resident In Triangle VA, and soon, Montclair, VA."
HR Manager,171,DESIGNER,Senior,0.0,"         INTERIOR DESIGNER         Summary     Head designer for a Realtor developer, I have worked creating spaces and collaborating with contractors"
HR Manager,172,DESIGNER,Senior,0.0123,         ELECTRICAL CAD DESIGNER       Summary     Highly motivated team player with a vast skill set and strong work ethic.  Proficient in computer a
HR Manager,173,DESIGNER,Senior,0.0,"         JOB CAPTAIN
DESIGNER         Highlights        Software Literacy:
-  AutoCAD R14 & 2000, Aperture v. 5.0, Microstation 7.1, 
-  Adobe Illustr"
HR Manager,174,DESIGNER,Senior,0.0296,"         TECHNICAL TRAINER/ INSTRUCTIONAL DESIGNER       Professional Summary     Enthusiastic, hard working, former military trainer and course delvo"
HR Manager,175,DESIGNER,Senior,0.0,         APPAREL TECHNICAL DESIGNER       Career Focus    Represent the Company's interest of universal and consistent fit aesthetics and proper const
HR Manager,176,DESIGNER,Mid,0.005,      Y        FREELANCE UX/UI INTERACTION DESIGNER         Summary    Combined with work experience in  Architecture  to move forward with a new care
HR Manager,177,DESIGNER,Mid,0.0,         PROJECT MANAGER/CAD DESIGNER             Experience     05/2015   to   Current     Project Manager/CAD Designer    Company Name          Over
HR Manager,178,DESIGNER,Mid,0.0,         FREELANCE GRAPHIC DESIGNER           Highlights          Summary:	Marketing and design professional with nearly eight years experience suppor
HR Manager,179,DESIGNER,Senior,0.0179,         MARKETING COORDINATOR/GRAPHIC DESIGNER           Professional Summary    Passionate person with two years of experience as a marketing coordi
HR Manager,180,DESIGNER,Senior,0.0195,"         JEWELRY DESIGNER AND OWNER       Summary     Skillful and dedicated Executive Assistant with extensive experience in the coordination, planni"
HR Manager,181,DESIGNER,Senior,0.0,         LEAD PIPING DESIGNER       Summary     Senior Mechanical / Piping Designer with over 40 years of progressive design experience in the Petroch
HR Manager,182,DESIGNER,Senior,0.0082,"         LEAD INTERACTION DESIGNER       Summary    Senior UX/UI Designer Profile: Tim has been involved in user centered design for over 20 years, wi"
HR Manager,183,DESIGNER,Senior,0.0,         KICHEN/BATH DESIGNER & SALES       Professional Summary    I   have experienced most phases of architectural and interior design over   my ye
HR Manager,184,DESIGNER,Senior,0.0,         SENIOR INTERIOR DESIGNER         Professional Summary    Interior Designer with diverse experiences working on commercial projects throughout
HR Manager,185,DESIGNER,Senior,0.0035,"             SENIOR PRODUCT DESIGNER       Professional Summary     As a proven, experienced product designer I am involved in every phase of product "
